86,Finance,120,"Security Logs",3,0,Pending,"2025-06-23 00:00:00","2026-11-15 00:00:00"
87,HR,81,"Customer Email Data",8,1,Approved,"2024-07-28 00:00:00","2025-11-05 00:00:00"
88,Marketing,93,"Employee Records",6,0,Approved,"2024-01-08 00:00:00","2026-05-25 00:00:00"
89,IT,98,"Customer Email Data",8,1,Pending,"2024-03-14 00:00:00","2026-02-11 00:00:00"
90,Finance,131,"Transaction Records",9,1,Pending,"2025-08-12 00:00:00","2026-03-16 00:00:00"
91,Legal,127,"Security Logs",6,1,Pending,"2024-01-22 00:00:00","2025-11-29 00:00:00"
92,Marketing,134,"Employee Records",3,0,Approved,"2024-09-06 00:00:00","2026-03-23 00:00:00"
93,Legal,127,"Contract Documents",3,0,Pending,"2024-12-13 00:00:00","2025-08-15 00:00:00"
94,HR,97,"Transaction Records",10,1,Approved,"2024-12-23 00:00:00","2025-12-26 00:00:00"
95,Marketing,106,"Transaction Records",4,0,Approved,"2024-06-26 00:00:00","2026-09-09 00:00:00"
96,Marketing,85,"Customer Email Data",9,0,Pending,"2025-11-28 00:00:00","2026-08-02 00:00:00"
97,Legal,117,"Employee Records",4,0,Approved,"2025-04-25 00:00:00","2026-03-29 00:00:00"
98,HR,111,"Contract Documents",2,0,Approved,"2024-11-13 00:00:00","2026-04-18 00:00:00"
99,IT,80,"Transaction Records",7,0,Approved,"2025-10-22 00:00:00","2025-04-03 00:00:00"
100,Legal,140,"Security Logs",9,1,Pending,"2025-08-08 00:00:00","2026-10-30 00:00:00"
101,Marketing,117,"Contract Documents",9,1,Approved,"2025-04-06 00:00:00","2025-04-16 00:00:00"
102,HR,86,"Contract Documents",4,1,Approved,"2025-12-25 00:00:00","2026-03-25 00:00:00"
103,IT,143,"Contract Documents",4,0,Pending,"2024-10-16 00:00:00","2026-02-01 00:00:00"
104,IT,119,"Contract Documents",2,0,Approved,"2024-12-03 00:00:00","2025-04-07 00:00:00"
105,Legal,125,"Employee Records",6,1,Pending,"2024-03-24 00:00:00","2026-08-20 00:00:00"
106,Marketing,120,"Employee Records",8,1,Approved,"2024-11-13 00:00:00","2026-07-27 00:00:00"
107,IT,118,"Customer Email Data",10,1,Pending,"2025-06-04 00:00:00","2026-01-06 00:00:00"
108,Finance,122,"Employee Records",4,1,Pending,"2025-05-12 00:00:00","2025-07-16 00:00:00"
109,Marketing,93,"Customer Email Data",3,0,Approved,"2025-06-03 00:00:00","2026-07-07 00:00:00"
110,Legal,80,"Employee Records",4,0,Approved,"2024-06-15 00:00:00","2025-07-05 00:00:00"
111,Legal,97,"Security Logs",2,0,Pending,"2025-11-23 00:00:00","2025-09-01 00:00:00"
112,IT,112,"Security Logs",5,1,Pending,"2025-04-25 00:00:00","2025-07-18 00:00:00"
113,HR,149,"Security Logs",9,0,Pending,"2025-05-29 00:00:00","2026-06-25 00:00:00"
114,IT,96,"Customer Email Data",4,0,Approved,"2025-10-18 00:00:00","2026-05-08 00:00:00"
115,HR,146,"Transaction Records",10,1,Pending,"2024-03-26 00:00:00","2025-06-14 00:00:00"
116,HR,133,"Contract Documents",4,0,Approved,"2024-08-15 00:00:00","2026-04-07 00:00:00"
117,HR,79,"Security Logs",2,0,Pending,"2024-08-29 00:00:00","2026-01-31 00:00:00"
118,Finance,123,"Customer Email Data",2,0,Approved,"2025-10-27 00:00:00","2025-12-10 00:00:00"
119,Marketing,93,"Transaction Records",6,0,Approved,"2025-12-23 00:00:00","2026-04-26 00:00:00"
120,IT,76,"Transaction Records",2,0,Approved,"2024-06-02 00:00:00","2026-07-16 00:00:00"
121,Legal,203,"Employee Records",2,0,Approved,"2025-03-30 00:00:00","2026-04-01 00:00:00"
122,Marketing,197,"Transaction Records",7,0,Approved,"2025-02-11 00:00:00","2025-10-10 00:00:00"
123,Marketing,166,"Security Logs",3,1,Approved,"2024-02-21 00:00:00","2025-12-08 00:00:00"
124,Marketing,167,"Contract Documents",5,1,Approved,"2025-08-23 00:00:00","2025-08-10 00:00:00"
125,Marketing,193,"Customer Email Data",2,0,Approved,"2024-05-13 00:00:00","2026-07-08 00:00:00"
126,HR,173,"Transaction Records",2,1,Approved,"2025-01-01 00:00:00","2025-09-01 00:00:00"
127,Legal,192,"Transaction Records",4,0,Approved,"2024-05-09 00:00:00","2026-03-08 00:00:00"
128,Legal,165,"Transaction Records",9,0,Pending,"2025-06-09 00:00:00","2026-08-31 00:00:00"
129,Finance,208,"Contract Documents",5,1,Pending,"2025-04-14 00:00:00","2026-10-21 00:00:00"
130,Finance,158,"Security Logs",8,0,Approved,"2025-05-17 00:00:00","2026-12-31 00:00:00"
131,IT,160,"Transaction Records",7,1,Approved,"2024-05-09 00:00:00","2025-10-09 00:00:00"
132,Legal,225,"Contract Documents",7,0,Pending,"2025-04-09 00:00:00","2026-06-02 00:00:00"
133,Legal,206,"Transaction Records",3,1,Pending,"2025-04-07 00:00:00","2025-08-22 00:00:00"
134,IT,194,"Security Logs",8,0,Approved,"2024-11-16 00:00:00","2026-03-14 00:00:00"
135,HR,183,"Employee Records",4,0,Approved,"2024-04-03 00:00:00","2025-03-29 00:00:00"
136,Finance,206,"Transaction Records",7,1,Approved,"2025-08-23 00:00:00","2026-07-30 00:00:00"
137,Legal,193,"Transaction Records",8,0,Pending,"2024-02-22 00:00:00","2025-10-22 00:00:00"
138,Legal,190,"Employee Records",3,1,Approved,"2025-11-03 00:00:00","2026-05-09 00:00:00"
139,Marketing,164,"Employee Records",10,0,Approved,"2024-10-12 00:00:00","2026-08-11 00:00:00"
140,Marketing,205,"Contract Documents",10,1,Pending,"2024-01-30 00:00:00","2025-07-04 00:00:00"
141,HR,190,"Employee Records",7,1,Approved,"2024-05-26 00:00:00","2026-08-03 00:00:00"
142,IT,159,"Customer Email Data",2,1,Approved,"2025-01-20 00:00:00","2026-03-06 00:00:00"
143,IT,194,"Customer Email Data",7,0,Pending,"2025-08-04 00:00:00","2026-09-03 00:00:00"
144,Finance,157,"Customer Email Data",4,1,Approved,"2024-10-05 00:00:00","2026-03-30 00:00:00"
145,IT,213,"Contract Documents",9,0,Pending,"2024-08-08 00:00:00","2026-06-09 00:00:00"
146,Finance,195,"Security Logs",3,0,Pending,"2025-06-23 00:00:00","2026-11-15 00:00:00"
147,HR,156,"Customer Email Data",8,1,Approved,"2024-07-28 00:00:00","2025-11-05 00:00:00"
148,Marketing,168,"Employee Records",6,0,Approved,"2024-01-08 00:00:00","2026-05-25 00:00:00"
149,IT,173,"Customer Email Data",8,1,Pending,"2024-03-14 00:00:00","2026-02-11 00:00:00"
150,Finance,206,"Transaction Records",9,1,Pending,"2025-08-12 00:00:00","2026-03-16 00:00:00"
151,Legal,202,"Security Logs",6,1,Pending,"2024-01-22 00:00:00","2025-11-29 00:00:00"
152,Marketing,209,"Employee Records",3,0,Approved,"2024-09-06 00:00:00","2026-03-23 00:00:00"
153,Legal,202,"Contract Documents",3,0,Pending,"2024-12-13 00:00:00","2025-08-15 00:00:00"
154,HR,172,"Transaction Records",10,1,Approved,"2024-12-23 00:00:00","2025-12-26 00:00:00"
155,Marketing,181,"Transaction Records",4,0,Approved,"2024-06-26 00:00:00","2026-09-09 00:00:00"
156,Marketing,160,"Customer Email Data",9,0,Pending,"2025-11-28 00:00:00","2026-08-02 00:00:00"
157,Legal,192,"Employee Records",4,0,Approved,"2025-04-25 00:00:00","2026-03-29 00:00:00"
158,HR,186,"Contract Documents",2,0,Approved,"2024-11-13 00:00:00","2026-04-18 00:00:00"
159,IT,155,"Transaction Records",7,0,Approved,"2025-10-22 00:00:00","2025-04-03 00:00:00"
160,Legal,215,"Security Logs",9,1,Pending,"2025-08-08 00:00:00","2026-10-30 00:00:00"
161,Marketing,192,"Contract Documents",9,1,Approved,"2025-04-06 00:00:00","2025-04-16 00:00:00"
162,HR,161,"Contract Documents",4,1,Approved,"2025-12-25 00:00:00","2026-03-25 00:00:00"
163,IT,218,"Contract Documents",4,0,Pending,"2024-10-16 00:00:00","2026-02-01 00:00:00"
164,IT,194,"Contract Documents",2,0,Approved,"2024-12-03 00:00:00","2025-04-07 00:00:00"
165,Legal,200,"Employee Records",6,1,Pending,"2024-03-24 00:00:00","2026-08-20 00:00:00"
166,Marketing,195,"Employee Records",8,1,Approved,"2024-11-13 00:00:00","2026-07-27 00:00:00"
167,IT,193,"Customer Email Data",10,1,Pending,"2025-06-04 00:00:00","2026-01-06 00:00:00"
168,Finance,197,"Employee Records",4,1,Pending,"2025-05-12 00:00:00","2025-07-16 00:00:00"
169,Marketing,168,"Customer Email Data",3,0,Approved,"2025-06-03 00:00:00","2026-07-07 00:00:00"
170,Legal,155,"Employee Records",4,0,Approved,"2024-06-15 00:00:00","2025-07-05 00:00:00"
171,Legal,172,"Security Logs",2,0,Pending,"2025-11-23 00:00:00","2025-09-01 00:00:00"
172,IT,187,"Security Logs",5,1,Pending,"2025-04-25 00:00:00","2025-07-18 00:00:00"
173,HR,224,"Security Logs",9,0,Pending,"2025-05-29 00:00:00","2026-06-25 00:00:00"
174,IT,171,"Customer Email Data",4,0,Approved,"2025-10-18 00:00:00","2026-05-08 00:00:00"
175,HR,221,"Transaction Records",10,1,Pending,"2024-03-26 00:00:00","2025-06-14 00:00:00"
176,HR,208,"Contract Documents",4,0,Approved,"2024-08-15 00:00:00","2026-04-07 00:00:00"
177,HR,154,"Security Logs",2,0,Pending,"2024-08-29 00:00:00","2026-01-31 00:00:00"
178,Finance,198,"Customer Email Data",2,0,Approved,"2025-10-27 00:00:00","2025-12-10 00:00:00"
179,Marketing,168,"Transaction Records",6,0,Approved,"2025-12-23 00:00:00","2026-04-26 00:00:00"
180,IT,151,"Transaction Records",2,0,Approved,"2024-06-02 00:00:00","2026-07-16 00:00:00"
181,Legal,278,"Employee Records",2,0,Approved,"2025-03-30 00:00:00","2026-04-01 00:00:00"
182,Marketing,272,"Transaction Records",7,0,Approved,"2025-02-11 00:00:00","2025-10-10 00:00:00"
183,Marketing,241,"Security Logs",3,1,Approved,"2024-02-21 00:00:00","2025-12-08 00:00:00"
184,Marketing,242,"Contract Documents",5,1,Approved,"2025-08-23 00:00:00","2025-08-10 00:00:00"
185,Marketing,268,"Customer Email Data",2,0,Approved,"2024-05-13 00:00:00","2026-07-08 00:00:00"
186,HR,248,"Transaction Records",2,1,Approved,"2025-01-01 00:00:00","2025-09-01 00:00:00"
187,Legal,267,"Transaction Records",4,0,Approved,"2024-05-09 00:00:00","2026-03-08 00:00:00"
188,Legal,240,"Transaction Records",9,0,Pending,"2025-06-09 00:00:00","2026-08-31 00:00:00"
189,Finance,283,"Contract Documents",5,1,Pending,"2025-04-14 00:00:00","2026-10-21 00:00:00"
190,Finance,233,"Security Logs",8,0,Approved,"2025-05-17 00:00:00","2026-12-31 00:00:00"
191,IT,235,"Transaction Records",7,1,Approved,"2024-05-09 00:00:00","2025-10-09 00:00:00"
192,Legal,300,"Contract Documents",7,0,Pending,"2025-04-09 00:00:00","2026-06-02 00:00:00"
193,Legal,281,"Transaction Records",3,1,Pending,"2025-04-07 00:00:00","2025-08-22 00:00:00"
194,IT,269,"Security Logs",8,0,Approved,"2024-11-16 00:00:00","2026-03-14 00:00:00"
195,HR,258,"Employee Records",4,0,Approved,"2024-04-03 00:00:00","2025-03-29 00:00:00"
196,Finance,281,"Transaction Records",7,1,Approved,"2025-08-23 00:00:00","2026-07-30 00:00:00"
197,Legal,268,"Transaction Records",8,0,Pending,"2024-02-22 00:00:00","2025-10-22 00:00:00"
198,Legal,265,"Employee Records",3,1,Approved,"2025-11-03 00:00:00","2026-05-09 00:00:00"
199,Marketing,239,"Employee Records",10,0,Approved,"2024-10-12 00:00:00","2026-08-11 00:00:00"
200,Marketing,280,"Contract Documents",10,1,Pending,"2024-01-30 00:00:00","2025-07-04 00:00:00"
201,HR,265,"Employee Records",7,1,Approved,"2024-05-26 00:00:00","2026-08-03 00:00:00"
202,IT,234,"Customer Email Data",2,1,Approved,"2025-01-20 00:00:00","2026-03-06 00:00:00"
203,IT,269,"Customer Email Data",7,0,Pending,"2025-08-04 00:00:00","2026-09-03 00:00:00"
204,Finance,232,"Customer Email Data",4,1,Approved,"2024-10-05 00:00:00","2026-03-30 00:00:00"
205,IT,288,"Contract Documents",9,0,Pending,"2024-08-08 00:00:00","2026-06-09 00:00:00"
206,Finance,270,"Security Logs",3,0,Pending,"2025-06-23 00:00:00","2026-11-15 00:00:00"
207,HR,231,"Customer Email Data",8,1,Approved,"2024-07-28 00:00:00","2025-11-05 00:00:00"
208,Marketing,243,"Employee Records",6,0,Approved,"2024-01-08 00:00:00","2026-05-25 00:00:00"
209,IT,248,"Customer Email Data",8,1,Pending,"2024-03-14 00:00:00","2026-02-11 00:00:00"
210,Finance,281,"Transaction Records",9,1,Pending,"2025-08-12 00:00:00","2026-03-16 00:00:00"
211,Legal,277,"Security Logs",6,1,Pending,"2024-01-22 00:00:00","2025-11-29 00:00:00"
212,Marketing,284,"Employee Records",3,0,Approved,"2024-09-06 00:00:00","2026-03-23 00:00:00"
213,Legal,277,"Contract Documents",3,0,Pending,"2024-12-13 00:00:00","2025-08-15 00:00:00"
214,HR,247,"Transaction Records",10,1,Approved,"2024-12-23 00:00:00","2025-12-26 00:00:00"
215,Marketing,256,"Transaction Records",4,0,Approved,"2024-06-26 00:00:00","2026-09-09 00:00:00"
216,Marketing,235,"Customer Email Data",9,0,Pending,"2025-11-28 00:00:00","2026-08-02 00:00:00"
217,Legal,267,"Employee Records",4,0,Approved,"2025-04-25 00:00:00","2026-03-29 00:00:00"
218,HR,261,"Contract Documents",2,0,Approved,"2024-11-13 00:00:00","2026-04-18 00:00:00"
219,IT,230,"Transaction Records",7,0,Approved,"2025-10-22 00:00:00","2025-04-03 00:00:00"
220,Legal,290,"Security Logs",9,1,Pending,"2025-08-08 00:00:00","2026-10-30 00:00:00"
221,Marketing,267,"Contract Documents",9,1,Approved,"2025-04-06 00:00:00","2025-04-16 00:00:00"
222,HR,236,"Contract Documents",4,1,Approved,"2025-12-25 00:00:00","2026-03-25 00:00:00"
223,IT,293,"Contract Documents",4,0,Pending,"2024-10-16 00:00:00","2026-02-01 00:00:00"
224,IT,269,"Contract Documents",2,0,Approved,"2024-12-03 00:00:00","2025-04-07 00:00:00"
225,Legal,275,"Employee Records",6,1,Pending,"2024-03-24 00:00:00","2026-08-20 00:00:00"
226,Marketing,270,"Employee Records",8,1,Approved,"2024-11-13 00:00:00","2026-07-27 00:00:00"
227,IT,268,"Customer Email Data",10,1,Pending,"2025-06-04 00:00:00","2026-01-06 00:00:00"
228,Finance,272,"Employee Records",4,1,Pending,"2025-05-12 00:00:00","2025-07-16 00:00:00"
229,Marketing,243,"Customer Email Data",3,0,Approved,"2025-06-03 00:00:00","2026-07-07 00:00:00"
230,Legal,230,"Employee Records",4,0,Approved,"2024-06-15 00:00:00","2025-07-05 00:00:00"
231,Legal,247,"Security Logs",2,0,Pending,"2025-11-23 00:00:00","2025-09-01 00:00:00"
232,IT,262,"Security Logs",5,1,Pending,"2025-04-25 00:00:00","2025-07-18 00:00:00"
233,HR,299,"Security Logs",9,0,Pending,"2025-05-29 00:00:00","2026-06-25 00:00:00"
234,IT,246,"Customer Email Data",4,0,Approved,"2025-10-18 00:00:00","2026-05-08 00:00:00"
235,HR,296,"Transaction Records",10,1,Pending,"2024-03-26 00:00:00","2025-06-14 00:00:00"
236,HR,283,"Contract Documents",4,0,Approved,"2024-08-15 00:00:00","2026-04-07 00:00:00"
237,HR,229,"Security Logs",2,0,Pending,"2024-08-29 00:00:00","2026-01-31 00:00:00"
238,Finance,273,"Customer Email Data",2,0,Approved,"2025-10-27 00:00:00","2025-12-10 00:00:00"
239,Marketing,243,"Transaction Records",6,0,Approved,"2025-12-23 00:00:00","2026-04-26 00:00:00"
240,IT,226,"Transaction Records",2,0,Approved,"2024-06-02 00:00:00","2026-07-16 00:00:00"
