42,Vendor_41,46,Low,Non-Compliant,Pending,"2023-12-27 00:00:00","2025-03-09 00:00:00","2026-02-25 00:00:00"
43,Vendor_42,69,Medium,Non-Compliant,Approved,"2022-07-21 00:00:00","2024-03-03 00:00:00","2026-02-17 00:00:00"
44,Vendor_43,86,Critical,"Under Review",Approved,"2023-05-25 00:00:00","2024-07-15 00:00:00","2025-07-14 00:00:00"
45,Vendor_44,74,High,"Under Review",Approved,"2024-05-14 00:00:00","2024-07-06 00:00:00","2025-10-13 00:00:00"
46,Vendor_45,69,Medium,Compliant,Approved,"2024-06-26 00:00:00","2025-07-17 00:00:00","2025-04-11 00:00:00"
47,Vendor_46,43,Low,Non-Compliant,Rejected,"2022-01-31 00:00:00","2024-04-05 00:00:00","2025-08-31 00:00:00"
48,Vendor_47,50,Medium,"Under Review",Pending,"2024-09-12 00:00:00","2024-08-06 00:00:00","2026-02-15 00:00:00"
49,Vendor_48,43,Low,Compliant,Pending,"2022-01-05 00:00:00","2025-02-03 00:00:00","2025-09-29 00:00:00"
50,Vendor_49,90,Critical,"Under Review",Pending,"2024-05-16 00:00:00","2025-12-14 00:00:00","2026-07-24 00:00:00"
51,Vendor_50,82,High,Non-Compliant,Pending,"2022-11-14 00:00:00","2024-07-13 00:00:00","2025-10-31 00:00:00"
52,Vendor_51,53,Medium,Compliant,Rejected,"2022-05-05 00:00:00","2024-11-17 00:00:00","2025-02-28 00:00:00"
53,Vendor_52,43,Low,Non-Compliant,Pending,"2024-10-26 00:00:00","2025-06-27 00:00:00","2025-06-11 00:00:00"
54,Vendor_53,43,Low,Non-Compliant,Approved,"2023-01-16 00:00:00","2024-03-11 00:00:00","2026-09-02 00:00:00"
55,Vendor_54,44,Low,Non-Compliant,Approved,"2024-04-06 00:00:00","2024-05-02 00:00:00","2026-08-07 00:00:00"
56,Vendor_55,55,Medium,Non-Compliant,Rejected,"2022-03-23 00:00:00","2025-09-26 00:00:00","2025-03-25 00:00:00"
57,Vendor_56,66,Medium,Non-Compliant,Rejected,"2024-12-06 00:00:00","2024-11-19 00:00:00","2025-09-25 00:00:00"
58,Vendor_57,53,Medium,Non-Compliant,Rejected,"2023-10-06 00:00:00","2024-09-01 00:00:00","2025-09-29 00:00:00"
59,Vendor_58,65,Medium,Compliant,Rejected,"2023-09-07 00:00:00","2025-04-13 00:00:00","2025-11-20 00:00:00"
60,Vendor_59,88,Critical,Compliant,Approved,"2024-07-27 00:00:00","2025-09-28 00:00:00","2026-07-31 00:00:00"
61,Vendor_60,46,Low,Compliant,Rejected,"2023-03-13 00:00:00","2025-06-02 00:00:00","2025-09-29 00:00:00"
62,Vendor_61,48,Low,"Under Review",Approved,"2023-05-16 00:00:00","2025-01-13 00:00:00","2025-10-19 00:00:00"
63,Vendor_62,50,Medium,"Under Review",Rejected,"2023-09-12 00:00:00","2025-09-18 00:00:00","2026-11-01 00:00:00"
64,Vendor_63,73,High,Compliant,Rejected,"2023-09-06 00:00:00","2025-11-10 00:00:00","2025-04-17 00:00:00"
65,Vendor_64,48,Low,"Under Review",Approved,"2022-08-08 00:00:00","2025-07-20 00:00:00","2025-06-09 00:00:00"
66,Vendor_65,57,Medium,"Under Review",Rejected,"2023-03-08 00:00:00","2024-12-17 00:00:00","2025-07-28 00:00:00"
67,Vendor_66,83,High,Non-Compliant,Pending,"2024-11-01 00:00:00","2025-05-15 00:00:00","2025-09-15 00:00:00"
68,Vendor_67,94,Critical,Compliant,Approved,"2024-05-17 00:00:00","2024-10-10 00:00:00","2025-02-15 00:00:00"
69,Vendor_68,40,Low,"Under Review",Approved,"2023-06-21 00:00:00","2024-06-14 00:00:00","2026-03-29 00:00:00"
70,Vendor_69,75,High,Non-Compliant,Pending,"2022-01-20 00:00:00","2024-04-24 00:00:00","2025-03-19 00:00:00"
71,Vendor_70,84,High,Compliant,Rejected,"2022-03-15 00:00:00","2025-01-13 00:00:00","2026-08-20 00:00:00"
72,Vendor_71,75,High,Compliant,Pending,"2022-09-19 00:00:00","2024-02-12 00:00:00","2025-11-12 00:00:00"
73,Vendor_72,63,Medium,Compliant,Pending,"2023-03-07 00:00:00","2025-11-29 00:00:00","2025-09-13 00:00:00"
74,Vendor_73,82,High,Compliant,Pending,"2024-04-12 00:00:00","2025-09-27 00:00:00","2025-06-08 00:00:00"
75,Vendor_74,55,Medium,Compliant,Approved,"2024-04-24 00:00:00","2024-01-26 00:00:00","2025-07-03 00:00:00"
76,Vendor_0,80,High,Compliant,Approved,"2023-07-18 00:00:00","2024-09-07 00:00:00","2025-08-17 00:00:00"
77,Vendor_1,48,Low,Non-Compliant,Approved,"2022-06-28 00:00:00","2025-08-27 00:00:00","2026-03-09 00:00:00"
78,Vendor_2,42,Low,Compliant,Approved,"2023-03-24 00:00:00","2024-08-26 00:00:00","2026-06-02 00:00:00"
79,Vendor_3,78,High,Compliant,Rejected,"2023-02-12 00:00:00","2025-10-27 00:00:00","2026-12-20 00:00:00"
80,Vendor_4,74,High,"Under Review",Approved,"2024-07-08 00:00:00","2025-08-26 00:00:00","2025-10-12 00:00:00"
81,Vendor_5,91,Critical,Compliant,Approved,"2024-05-15 00:00:00","2024-12-14 00:00:00","2025-10-12 00:00:00"
82,Vendor_6,49,Low,Compliant,Pending,"2022-07-29 00:00:00","2024-04-04 00:00:00","2026-01-25 00:00:00"
83,Vendor_7,46,Low,"Under Review",Pending,"2023-06-26 00:00:00","2024-02-14 00:00:00","2026-04-16 00:00:00"
84,Vendor_8,74,High,Compliant,Pending,"2022-06-11 00:00:00","2025-07-19 00:00:00","2025-10-28 00:00:00"
85,Vendor_9,93,Critical,Non-Compliant,Rejected,"2024-01-11 00:00:00","2025-08-14 00:00:00","2025-07-16 00:00:00"
86,Vendor_10,85,Critical,Compliant,Approved,"2023-04-12 00:00:00","2024-10-23 00:00:00","2025-03-23 00:00:00"
87,Vendor_11,94,Critical,Compliant,Approved,"2024-02-18 00:00:00","2024-10-11 00:00:00","2026-04-10 00:00:00"
88,Vendor_12,80,High,"Under Review",Approved,"2024-01-29 00:00:00","2024-12-29 00:00:00","2025-08-03 00:00:00"
89,Vendor_13,82,High,"Under Review",Rejected,"2022-05-27 00:00:00","2025-09-15 00:00:00","2026-10-13 00:00:00"
90,Vendor_14,50,Medium,Non-Compliant,Rejected,"2023-05-17 00:00:00","2024-06-16 00:00:00","2026-04-19 00:00:00"
91,Vendor_15,64,Medium,"Under Review",Rejected,"2023-03-26 00:00:00","2025-12-02 00:00:00","2025-11-29 00:00:00"
92,Vendor_16,93,Critical,Compliant,Approved,"2022-03-07 00:00:00","2024-11-19 00:00:00","2026-02-15 00:00:00"
93,Vendor_17,57,Medium,Compliant,Approved,"2023-10-07 00:00:00","2024-08-05 00:00:00","2026-11-03 00:00:00"
94,Vendor_18,71,High,"Under Review",Rejected,"2024-07-28 00:00:00","2024-05-26 00:00:00","2025-09-29 00:00:00"
95,Vendor_19,48,Low,Compliant,Rejected,"2023-06-23 00:00:00","2025-08-21 00:00:00","2026-03-15 00:00:00"
96,Vendor_20,77,High,"Under Review",Pending,"2023-03-26 00:00:00","2024-05-21 00:00:00","2026-06-06 00:00:00"
97,Vendor_21,71,High,Compliant,Approved,"2022-08-13 00:00:00","2024-06-05 00:00:00","2026-10-05 00:00:00"
98,Vendor_22,50,Medium,Non-Compliant,Pending,"2022-05-11 00:00:00","2025-01-29 00:00:00","2026-01-26 00:00:00"
99,Vendor_23,78,High,"Under Review",Rejected,"2023-05-30 00:00:00","2025-07-20 00:00:00","2025-01-12 00:00:00"
100,Vendor_24,83,High,Non-Compliant,Approved,"2023-07-01 00:00:00","2025-10-18 00:00:00","2025-12-15 00:00:00"
101,Vendor_25,47,Low,"Under Review",Pending,"2022-11-20 00:00:00","2025-04-09 00:00:00","2025-01-04 00:00:00"
102,Vendor_26,86,Critical,Non-Compliant,Pending,"2024-10-22 00:00:00","2024-07-01 00:00:00","2026-06-04 00:00:00"
103,Vendor_27,46,Low,Non-Compliant,Pending,"2024-11-05 00:00:00","2025-09-15 00:00:00","2025-07-23 00:00:00"
104,Vendor_28,49,Low,"Under Review",Approved,"2024-12-22 00:00:00","2024-01-01 00:00:00","2026-09-06 00:00:00"
105,Vendor_29,60,Medium,"Under Review",Approved,"2022-08-18 00:00:00","2025-01-06 00:00:00","2025-11-11 00:00:00"
106,Vendor_30,55,Medium,Compliant,Approved,"2022-06-11 00:00:00","2024-03-28 00:00:00","2026-05-13 00:00:00"
107,Vendor_31,92,Critical,Compliant,Rejected,"2022-09-15 00:00:00","2024-05-11 00:00:00","2026-11-07 00:00:00"
108,Vendor_32,70,High,Non-Compliant,Approved,"2023-06-27 00:00:00","2025-06-24 00:00:00","2026-09-14 00:00:00"
109,Vendor_33,67,Medium,Compliant,Rejected,"2023-02-16 00:00:00","2025-12-31 00:00:00","2025-11-16 00:00:00"
110,Vendor_34,65,Medium,Non-Compliant,Rejected,"2024-02-04 00:00:00","2025-03-24 00:00:00","2026-06-14 00:00:00"
111,Vendor_35,68,Medium,Compliant,Approved,"2023-04-06 00:00:00","2024-03-06 00:00:00","2025-12-13 00:00:00"
112,Vendor_36,41,Low,Non-Compliant,Rejected,"2023-04-17 00:00:00","2025-08-25 00:00:00","2025-08-14 00:00:00"
113,Vendor_37,40,Low,Compliant,Rejected,"2022-05-01 00:00:00","2024-08-22 00:00:00","2025-03-11 00:00:00"
114,Vendor_38,42,Low,"Under Review",Approved,"2024-11-18 00:00:00","2024-08-31 00:00:00","2025-10-13 00:00:00"
115,Vendor_39,82,High,"Under Review",Approved,"2022-09-28 00:00:00","2025-08-07 00:00:00","2026-08-14 00:00:00"
116,Vendor_40,70,High,Compliant,Pending,"2024-04-13 00:00:00","2024-07-13 00:00:00","2025-04-07 00:00:00"
117,Vendor_41,46,Low,Non-Compliant,Pending,"2023-12-27 00:00:00","2025-03-09 00:00:00","2026-02-25 00:00:00"
118,Vendor_42,69,Medium,Non-Compliant,Approved,"2022-07-21 00:00:00","2024-03-03 00:00:00","2026-02-17 00:00:00"
119,Vendor_43,86,Critical,"Under Review",Approved,"2023-05-25 00:00:00","2024-07-15 00:00:00","2025-07-14 00:00:00"
120,Vendor_44,74,High,"Under Review",Approved,"2024-05-14 00:00:00","2024-07-06 00:00:00","2025-10-13 00:00:00"
121,Vendor_45,69,Medium,Compliant,Approved,"2024-06-26 00:00:00","2025-07-17 00:00:00","2025-04-11 00:00:00"
122,Vendor_46,43,Low,Non-Compliant,Rejected,"2022-01-31 00:00:00","2024-04-05 00:00:00","2025-08-31 00:00:00"
123,Vendor_47,50,Medium,"Under Review",Pending,"2024-09-12 00:00:00","2024-08-06 00:00:00","2026-02-15 00:00:00"
124,Vendor_48,43,Low,Compliant,Pending,"2022-01-05 00:00:00","2025-02-03 00:00:00","2025-09-29 00:00:00"
125,Vendor_49,90,Critical,"Under Review",Pending,"2024-05-16 00:00:00","2025-12-14 00:00:00","2026-07-24 00:00:00"
126,Vendor_50,82,High,Non-Compliant,Pending,"2022-11-14 00:00:00","2024-07-13 00:00:00","2025-10-31 00:00:00"
127,Vendor_51,53,Medium,Compliant,Rejected,"2022-05-05 00:00:00","2024-11-17 00:00:00","2025-02-28 00:00:00"
128,Vendor_52,43,Low,Non-Compliant,Pending,"2024-10-26 00:00:00","2025-06-27 00:00:00","2025-06-11 00:00:00"
129,Vendor_53,43,Low,Non-Compliant,Approved,"2023-01-16 00:00:00","2024-03-11 00:00:00","2026-09-02 00:00:00"
130,Vendor_54,44,Low,Non-Compliant,Approved,"2024-04-06 00:00:00","2024-05-02 00:00:00","2026-08-07 00:00:00"
131,Vendor_55,55,Medium,Non-Compliant,Rejected,"2022-03-23 00:00:00","2025-09-26 00:00:00","2025-03-25 00:00:00"
132,Vendor_56,66,Medium,Non-Compliant,Rejected,"2024-12-06 00:00:00","2024-11-19 00:00:00","2025-09-25 00:00:00"
133,Vendor_57,53,Medium,Non-Compliant,Rejected,"2023-10-06 00:00:00","2024-09-01 00:00:00","2025-09-29 00:00:00"
134,Vendor_58,65,Medium,Compliant,Rejected,"2023-09-07 00:00:00","2025-04-13 00:00:00","2025-11-20 00:00:00"
135,Vendor_59,88,Critical,Compliant,Approved,"2024-07-27 00:00:00","2025-09-28 00:00:00","2026-07-31 00:00:00"
136,Vendor_60,46,Low,Compliant,Rejected,"2023-03-13 00:00:00","2025-06-02 00:00:00","2025-09-29 00:00:00"
137,Vendor_61,48,Low,"Under Review",Approved,"2023-05-16 00:00:00","2025-01-13 00:00:00","2025-10-19 00:00:00"
138,Vendor_62,50,Medium,"Under Review",Rejected,"2023-09-12 00:00:00","2025-09-18 00:00:00","2026-11-01 00:00:00"
139,Vendor_63,73,High,Compliant,Rejected,"2023-09-06 00:00:00","2025-11-10 00:00:00","2025-04-17 00:00:00"
140,Vendor_64,48,Low,"Under Review",Approved,"2022-08-08 00:00:00","2025-07-20 00:00:00","2025-06-09 00:00:00"
141,Vendor_65,57,Medium,"Under Review",Rejected,"2023-03-08 00:00:00","2024-12-17 00:00:00","2025-07-28 00:00:00"
142,Vendor_66,83,High,Non-Compliant,Pending,"2024-11-01 00:00:00","2025-05-15 00:00:00","2025-09-15 00:00:00"
143,Vendor_67,94,Critical,Compliant,Approved,"2024-05-17 00:00:00","2024-10-10 00:00:00","2025-02-15 00:00:00"
144,Vendor_68,40,Low,"Under Review",Approved,"2023-06-21 00:00:00","2024-06-14 00:00:00","2026-03-29 00:00:00"
145,Vendor_69,75,High,Non-Compliant,Pending,"2022-01-20 00:00:00","2024-04-24 00:00:00","2025-03-19 00:00:00"
146,Vendor_70,84,High,Compliant,Rejected,"2022-03-15 00:00:00","2025-01-13 00:00:00","2026-08-20 00:00:00"
147,Vendor_71,75,High,Compliant,Pending,"2022-09-19 00:00:00","2024-02-12 00:00:00","2025-11-12 00:00:00"
148,Vendor_72,63,Medium,Compliant,Pending,"2023-03-07 00:00:00","2025-11-29 00:00:00","2025-09-13 00:00:00"
149,Vendor_73,82,High,Compliant,Pending,"2024-04-12 00:00:00","2025-09-27 00:00:00","2025-06-08 00:00:00"
150,Vendor_74,55,Medium,Compliant,Approved,"2024-04-24 00:00:00","2024-01-26 00:00:00","2025-07-03 00:00:00"
151,Vendor_0,80,High,Compliant,Approved,"2023-07-18 00:00:00","2024-09-07 00:00:00","2025-08-17 00:00:00"
152,Vendor_1,48,Low,Non-Compliant,Approved,"2022-06-28 00:00:00","2025-08-27 00:00:00","2026-03-09 00:00:00"
153,Vendor_2,42,Low,Compliant,Approved,"2023-03-24 00:00:00","2024-08-26 00:00:00","2026-06-02 00:00:00"
154,Vendor_3,78,High,Compliant,Rejected,"2023-02-12 00:00:00","2025-10-27 00:00:00","2026-12-20 00:00:00"
155,Vendor_4,74,High,"Under Review",Approved,"2024-07-08 00:00:00","2025-08-26 00:00:00","2025-10-12 00:00:00"
156,Vendor_5,91,Critical,Compliant,Approved,"2024-05-15 00:00:00","2024-12-14 00:00:00","2025-10-12 00:00:00"
157,Vendor_6,49,Low,Compliant,Pending,"2022-07-29 00:00:00","2024-04-04 00:00:00","2026-01-25 00:00:00"
158,Vendor_7,46,Low,"Under Review",Pending,"2023-06-26 00:00:00","2024-02-14 00:00:00","2026-04-16 00:00:00"
159,Vendor_8,74,High,Compliant,Pending,"2022-06-11 00:00:00","2025-07-19 00:00:00","2025-10-28 00:00:00"
160,Vendor_9,93,Critical,Non-Compliant,Rejected,"2024-01-11 00:00:00","2025-08-14 00:00:00","2025-07-16 00:00:00"
161,Vendor_10,85,Critical,Compliant,Approved,"2023-04-12 00:00:00","2024-10-23 00:00:00","2025-03-23 00:00:00"
162,Vendor_11,94,Critical,Compliant,Approved,"2024-02-18 00:00:00","2024-10-11 00:00:00","2026-04-10 00:00:00"
163,Vendor_12,80,High,"Under Review",Approved,"2024-01-29 00:00:00","2024-12-29 00:00:00","2025-08-03 00:00:00"
164,Vendor_13,82,High,"Under Review",Rejected,"2022-05-27 00:00:00","2025-09-15 00:00:00","2026-10-13 00:00:00"
165,Vendor_14,50,Medium,Non-Compliant,Rejected,"2023-05-17 00:00:00","2024-06-16 00:00:00","2026-04-19 00:00:00"
166,Vendor_15,64,Medium,"Under Review",Rejected,"2023-03-26 00:00:00","2025-12-02 00:00:00","2025-11-29 00:00:00"
167,Vendor_16,93,Critical,Compliant,Approved,"2022-03-07 00:00:00","2024-11-19 00:00:00","2026-02-15 00:00:00"
168,Vendor_17,57,Medium,Compliant,Approved,"2023-10-07 00:00:00","2024-08-05 00:00:00","2026-11-03 00:00:00"
169,Vendor_18,71,High,"Under Review",Rejected,"2024-07-28 00:00:00","2024-05-26 00:00:00","2025-09-29 00:00:00"
170,Vendor_19,48,Low,Compliant,Rejected,"2023-06-23 00:00:00","2025-08-21 00:00:00","2026-03-15 00:00:00"
171,Vendor_20,77,High,"Under Review",Pending,"2023-03-26 00:00:00","2024-05-21 00:00:00","2026-06-06 00:00:00"
172,Vendor_21,71,High,Compliant,Approved,"2022-08-13 00:00:00","2024-06-05 00:00:00","2026-10-05 00:00:00"
173,Vendor_22,50,Medium,Non-Compliant,Pending,"2022-05-11 00:00:00","2025-01-29 00:00:00","2026-01-26 00:00:00"
174,Vendor_23,78,High,"Under Review",Rejected,"2023-05-30 00:00:00","2025-07-20 00:00:00","2025-01-12 00:00:00"
175,Vendor_24,83,High,Non-Compliant,Approved,"2023-07-01 00:00:00","2025-10-18 00:00:00","2025-12-15 00:00:00"
176,Vendor_25,47,Low,"Under Review",Pending,"2022-11-20 00:00:00","2025-04-09 00:00:00","2025-01-04 00:00:00"
177,Vendor_26,86,Critical,Non-Compliant,Pending,"2024-10-22 00:00:00","2024-07-01 00:00:00","2026-06-04 00:00:00"
178,Vendor_27,46,Low,Non-Compliant,Pending,"2024-11-05 00:00:00","2025-09-15 00:00:00","2025-07-23 00:00:00"
179,Vendor_28,49,Low,"Under Review",Approved,"2024-12-22 00:00:00","2024-01-01 00:00:00","2026-09-06 00:00:00"
180,Vendor_29,60,Medium,"Under Review",Approved,"2022-08-18 00:00:00","2025-01-06 00:00:00","2025-11-11 00:00:00"
181,Vendor_30,55,Medium,Compliant,Approved,"2022-06-11 00:00:00","2024-03-28 00:00:00","2026-05-13 00:00:00"
182,Vendor_31,92,Critical,Compliant,Rejected,"2022-09-15 00:00:00","2024-05-11 00:00:00","2026-11-07 00:00:00"
183,Vendor_32,70,High,Non-Compliant,Approved,"2023-06-27 00:00:00","2025-06-24 00:00:00","2026-09-14 00:00:00"
184,Vendor_33,67,Medium,Compliant,Rejected,"2023-02-16 00:00:00","2025-12-31 00:00:00","2025-11-16 00:00:00"
185,Vendor_34,65,Medium,Non-Compliant,Rejected,"2024-02-04 00:00:00","2025-03-24 00:00:00","2026-06-14 00:00:00"
186,Vendor_35,68,Medium,Compliant,Approved,"2023-04-06 00:00:00","2024-03-06 00:00:00","2025-12-13 00:00:00"
187,Vendor_36,41,Low,Non-Compliant,Rejected,"2023-04-17 00:00:00","2025-08-25 00:00:00","2025-08-14 00:00:00"
188,Vendor_37,40,Low,Compliant,Rejected,"2022-05-01 00:00:00","2024-08-22 00:00:00","2025-03-11 00:00:00"
189,Vendor_38,42,Low,"Under Review",Approved,"2024-11-18 00:00:00","2024-08-31 00:00:00","2025-10-13 00:00:00"
190,Vendor_39,82,High,"Under Review",Approved,"2022-09-28 00:00:00","2025-08-07 00:00:00","2026-08-14 00:00:00"
191,Vendor_40,70,High,Compliant,Pending,"2024-04-13 00:00:00","2024-07-13 00:00:00","2025-04-07 00:00:00"
192,Vendor_41,46,Low,Non-Compliant,Pending,"2023-12-27 00:00:00","2025-03-09 00:00:00","2026-02-25 00:00:00"
193,Vendor_42,69,Medium,Non-Compliant,Approved,"2022-07-21 00:00:00","2024-03-03 00:00:00","2026-02-17 00:00:00"
194,Vendor_43,86,Critical,"Under Review",Approved,"2023-05-25 00:00:00","2024-07-15 00:00:00","2025-07-14 00:00:00"
195,Vendor_44,74,High,"Under Review",Approved,"2024-05-14 00:00:00","2024-07-06 00:00:00","2025-10-13 00:00:00"
196,Vendor_45,69,Medium,Compliant,Approved,"2024-06-26 00:00:00","2025-07-17 00:00:00","2025-04-11 00:00:00"
197,Vendor_46,43,Low,Non-Compliant,Rejected,"2022-01-31 00:00:00","2024-04-05 00:00:00","2025-08-31 00:00:00"
198,Vendor_47,50,Medium,"Under Review",Pending,"2024-09-12 00:00:00","2024-08-06 00:00:00","2026-02-15 00:00:00"
199,Vendor_48,43,Low,Compliant,Pending,"2022-01-05 00:00:00","2025-02-03 00:00:00","2025-09-29 00:00:00"
200,Vendor_49,90,Critical,"Under Review",Pending,"2024-05-16 00:00:00","2025-12-14 00:00:00","2026-07-24 00:00:00"
201,Vendor_50,82,High,Non-Compliant,Pending,"2022-11-14 00:00:00","2024-07-13 00:00:00","2025-10-31 00:00:00"
202,Vendor_51,53,Medium,Compliant,Rejected,"2022-05-05 00:00:00","2024-11-17 00:00:00","2025-02-28 00:00:00"
203,Vendor_52,43,Low,Non-Compliant,Pending,"2024-10-26 00:00:00","2025-06-27 00:00:00","2025-06-11 00:00:00"
204,Vendor_53,43,Low,Non-Compliant,Approved,"2023-01-16 00:00:00","2024-03-11 00:00:00","2026-09-02 00:00:00"
205,Vendor_54,44,Low,Non-Compliant,Approved,"2024-04-06 00:00:00","2024-05-02 00:00:00","2026-08-07 00:00:00"
206,Vendor_55,55,Medium,Non-Compliant,Rejected,"2022-03-23 00:00:00","2025-09-26 00:00:00","2025-03-25 00:00:00"
207,Vendor_56,66,Medium,Non-Compliant,Rejected,"2024-12-06 00:00:00","2024-11-19 00:00:00","2025-09-25 00:00:00"
208,Vendor_57,53,Medium,Non-Compliant,Rejected,"2023-10-06 00:00:00","2024-09-01 00:00:00","2025-09-29 00:00:00"
209,Vendor_58,65,Medium,Compliant,Rejected,"2023-09-07 00:00:00","2025-04-13 00:00:00","2025-11-20 00:00:00"
210,Vendor_59,88,Critical,Compliant,Approved,"2024-07-27 00:00:00","2025-09-28 00:00:00","2026-07-31 00:00:00"
211,Vendor_60,46,Low,Compliant,Rejected,"2023-03-13 00:00:00","2025-06-02 00:00:00","2025-09-29 00:00:00"
212,Vendor_61,48,Low,"Under Review",Approved,"2023-05-16 00:00:00","2025-01-13 00:00:00","2025-10-19 00:00:00"
213,Vendor_62,50,Medium,"Under Review",Rejected,"2023-09-12 00:00:00","2025-09-18 00:00:00","2026-11-01 00:00:00"
